merk_tipe;id_jenis;no_polisi;warna;tahun_buat;tahun_beli;silinder;no_rangka;no_mesin;no_body;no_pabrik;bahan_bakar;noreg;ukuran;bahan;status;keterangan
Hino;2;B 7734 IS;null;null;2004;null;null;SK4JA11858;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;B 7735 IS;null;null;2004;null;null;SK4JA11874;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;B 7736 IS;null;null;2004;null;null;SK4JA11850;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;B 7737 IS;null;null;2004;null;null;SK4JA11859;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;B 7738 IS;null;null;2004;null;null;SK4JA11847;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;B 7739 IS;null;null;2004;null;null;SK4JA11848;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;B 7740 IS;null;null;2004;null;null;SK4JA11851;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;B 7742 IS;null;null;2004;null;null;SK4JA11844;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;B 7743 IS;null;null;2004;null;null;SK4JA11869;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Hino;2;BTT 33 IS;null;null;2004;null;null;SK4JA11873;null;null;null;s/d;7961;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7745 IS;null;null;2004;null;null;634J010760;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7746 IS;null;null;2004;null;null;634J010769;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7747 IS;null;null;2004;null;null;634J010768;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7748 IS;null;null;2004;null;null;634J010767;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7749 IS;null;null;2004;null;null;634J010765;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7750 IS;null;null;2004;null;null;634J010766;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7751 IS;null;null;2004;null;null;634J010764;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7752 IS;null;null;2004;null;null;634J010763;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7753 IS;null;null;2004;null;null;634J010762;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7754 IS;null;null;2004;null;null;634J010759;null;null;null;s/d;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
Mercedez;2;B 7755 IS;null;null;2004;null;null;634J010761;null;null;null;0095;5958;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7810 IV;null;null;2010;null;null;GE12TJ002921SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7811 IV;null;null;2010;null;null;GE12TJ002920SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7812 IV;null;null;2010;null;null;GE12TJ002919SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7813 IV;null;null;2010;null;null;GE12TJ002922SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7814 IV;null;null;2010;null;null;GE12TJ00294DSE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7815 IV;null;null;2010;null;null;GE12TJ002923SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7816 IV;null;null;2010;null;null;GE12TJ002992SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7817 IV;null;null;2010;null;null;GE12TJ002939SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7818 IV;null;null;2010;null;null;GE12TJ002941SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7819 IV;null;null;2010;null;null;GE12TJ002942SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7820 IV;null;null;2010;null;null;GE12TJ0035015SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7821 IV;null;null;2010;null;null;GE12TJ003741SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7822 IV;null;null;2010;null;null;GE12TJ003742SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7823 IV;null;null;2010;null;null;GE12TJ003743SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7824 IV;null;null;2010;null;null;GE12TJ003744SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7825 IV;null;null;2010;null;null;GE12TJ003745SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7826 IV;null;null;2010;null;null;GE12TJ003772SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7827 IV;null;null;2010;null;null;GE12TJ003773SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7828 IV;null;null;2010;null;null;GE12TJ003774SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7829 IV;null;null;2010;null;null;GE12TJ003775SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7830 IV;null;null;2010;null;null;GE12TJ003799SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7831 IV;null;null;2010;null;null;GE12TJ003800SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7832 IV;null;null;2010;null;null;GE12TJ003801SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7833 IV;null;null;2010;null;null;GE12TJ003802SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI BUS/KOMODO CNG (6x2) AT;3;B 7834 IV;null;null;2010;null;null;GE12TJ003803SE;null;null;null;s/d;11051;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7219 IV;null;null;2010;null;null;C6AB7134520;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7223 IV;null;null;2010;null;null;C6AB7134400;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7225 IV;null;null;2010;null;null;C6AB7134519;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7227 IV;null;null;2010;null;null;C6AB7134370;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7231 IV;null;null;2010;null;null;C6AB7134367;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7234 IV;null;null;2010;null;null;C6AB7134383;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7235 IV;null;null;2010;null;null;C6AB7134516;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7240 IV;null;null;2010;null;null;C6AB7134399;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7242 IV;null;null;2010;null;null;C6AB7133932;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7244 IV;null;null;2010;null;null;C6AB7134384;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7247 IV;null;null;2010;null;null;C6AB7133565;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7255 IV;null;null;2010;null;null;C6AB7136396;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7258 IV;null;null;2010;null;null;C6AB7138716;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7260 IV;null;null;2010;null;null;C6AB7136193;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7270 IV;null;null;2010;null;null;C6AB7134423;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7271 IV;null;null;2010;null;null;C6AB7134421;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7272 IV;null;null;2010;null;null;C6AB7134412;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7273 IV;null;null;2010;null;null;C6AB7134398;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7274 IV;null;null;2010;null;null;C6AB7134381;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7275 IV;null;null;2010;null;null;C6AB7133923;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7277 IV;null;null;2010;null;null;C6AB7138715;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7278 IV;null;null;2010;null;null;C6AB7133553;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7279 IV;null;null;2010;null;null;C6AB7133552;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7280 IV;null;null;2010;null;null;C6AB7134517;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7281 IV;null;null;2010;null;null;C6AB7133924;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7282 IV;null;null;2010;null;null;C6AB7134397;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7283 IV;null;null;2010;null;null;C6AB7134368;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7284 IV;null;null;2010;null;null;C6AB7133773;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7287 IV;null;null;2010;null;null;C6AB7133554;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7288 IV;null;null;2010;null;null;C6AB7134366;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7290 IV;null;null;2010;null;null;C6AB7136194;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7291 IV;null;null;2010;null;null;C6AB7136208;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7292 IV;null;null;2010;null;null;C6AB7136195;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7293 IV;null;null;2010;null;null;C6AB7134422;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7294 IV;null;null;2010;null;null;C6AB7138713;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7217 IV;null;null;2010;null;null;C6AB71333775;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7218 IV;null;null;2010;null;null;C6AB7133935;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7220 IV;null;null;2010;null;null;C6AB7134382;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7221 IV;null;null;2010;null;null;C6AB7133761;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7222 IV;null;null;2010;null;null;C6AB7033771;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7224 IV;null;null;2010;null;null;C6AB7134425;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7228 IV;null;null;2010;null;null;C6AB7133765;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7229 IV;null;null;2010;null;null;C6AB7133774;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7230 IV;null;null;2010;null;null;C6AB7133762;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7232 IV;null;null;2010;null;null;C6AB7134414;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7233 IV;null;null;2010;null;null;C6AB7134385;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7237 IV;null;null;2010;null;null;C6AB7133561;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7238 IV;null;null;2010;null;null;C6AB7134411;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7239 IV;null;null;2010;null;null;C6AB7134415;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7241 IV;null;null;2010;null;null;C6AB7133562;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7243 IV;null;null;2010;null;null;C6AB7133163;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7245 IV;null;null;2010;null;null;C6AB7133563;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7248 IV;null;null;2010;null;null;C6AB734396;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7249 IV;null;null;2010;null;null;C6AB7133931;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7250 IV;null;null;2010;null;null;C6AB7133933;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7251 IV;null;null;2010;null;null;C6AB7133564;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7252 IV;null;null;2010;null;null;C6AB7138742;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7253 IV;null;null;2010;null;null;C6AB7138712;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7254 IV;null;null;2010;null;null;C6AB7138743;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7257 IV;null;null;2010;null;null;C6AB7136192;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7259 IV;null;null;2010;null;null;C6AB7136394;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7261 IV;null;null;2010;null;null;C6AB7136211;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7262 IV;null;null;2010;null;null;C6AB7136935;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7263 IV;null;null;2010;null;null;C6AB7134518;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7264 IV;null;null;2010;null;null;C6AB7133764;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7265 IV;null;null;2010;null;null;C6AB7134424;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7267 IV;null;null;2010;null;null;C6AB7136196;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7268 IV;null;null;2010;null;null;C6AB7133551;null;null;null;s/d ;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
HYUNDAI/AEROSPAC LONG4x2AT;4;B 7269 IV;null;null;2010;null;null;C6AB7133555;null;null;null;0069;11149;B;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7301 IV;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7302 IV;null;null;2011;null;null;null;null;null;null;012;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7303 IV;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7304 IV;null;null;2011;null;null;null;null;null;null;010;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7305 IV;null;null;2011;null;null;null;null;null;null;0013;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7307 IV;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7308 IV;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7309 IV;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7310 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7311 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7312 IV;null;null;2011;null;null;46894882;null;null;null;011;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7313 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7314 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7315 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7317 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7318 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7319 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7320 IV;null;null;2011;null;null;73283300;null;null;null;014;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7321 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7322 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
INOBUS ATC 320 (6x2) AT;5;B 7323 IX;null;null;2011;null;null;null;null;null;null;009;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7100 IX;null;null;2011;null;null;GE12TI00562SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7101 IX;null;null;2011;null;null;GE12TI00563SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7103 IX;null;null;2011;null;null;GE12TI00565SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7104 IX;null;null;2011;null;null;GE12TI00566SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
AAI/Komodo CNG (6x2) AT;5;B 7105 IX;null;null;2011;null;null;GE12TI00576SE;null;null;null;001;11.051 CC;null;PNG_SBLM_2013;PENGADAAN SEBELUM TAHUN 2013
